"product_name","category","subcategory","total_orders","units_sold","total_revenue","total_profit","profit_margin","revenue_rank"
Avery Hanging File Binders,Office Supplies,Binders,6,26,105.85,21.89,0.21,1360
Xerox 1900,Office Supplies,Paper,7,26,105.29,44.08,0.42,1361
Rosewill 107 Normal Keys USB Wired Standard Keyboard,Technology,Accessories,3,9,105.14,0.81,0.01,1362
Xerox 211,Office Supplies,Paper,4,19,104.98,40.95,0.39,1363
Samsung Replacement EH64AVFWE Premium Headset,Technology,Phones,5,21,104.50,17.88,0.17,1364
Memorex Micro Travel Drive 4 GB,Technology,Accessories,3,11,103.88,37.42,0.36,1365
Avery Personal Creations Heavyweight Cards,Office Supplies,Paper,3,11,103.86,37.85,0.36,1366
"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",Office Supplies,Binders,12,44,102.62,-11.88,-0.12,1367
Boston 16765 Mini Stand Up Battery Pencil Sharpener,Office Supplies,Art,4,10,102.61,16.32,0.16,1368
"TOPS 4 x 6 Fluorescent Color Memo Sheets, 500 Sheets per Pack",Office Supplies,Paper,3,13,102.49,37.11,0.36,1369
Fellowes Black Plastic Comb Bindings,Office Supplies,Binders,9,34,102.26,-4.42,-0.04,1370
Acme Titanium Bonded Scissors,Office Supplies,Supplies,5,13,102.00,20.23,0.20,1371
Hewlett-Packard Deskjet F4180 All-in-One Color Ink-jet - Printer / copier / scanner,Technology,Machines,1,2,101.99,-71.40,-0.70,1372
"Linden 12"" Wall Clock With Oak Frame",Furniture,Furnishings,1,3,101.94,30.58,0.30,1373
Xerox 1970,Office Supplies,Paper,6,22,101.59,43.53,0.43,1374
Zebra Zazzle Fluorescent Highlighters,Office Supplies,Art,6,20,100.93,20.67,0.20,1375
Wilson Jones “Snap” Scratch Pad Binder Tool for Ring Binders,Office Supplies,Binders,5,22,100.92,30.74,0.30,1376
Cardinal Holdit Data Disk Pockets,Office Supplies,Binders,3,16,100.46,38.73,0.39,1377
Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,Office Supplies,Binders,4,23,100.39,35.30,0.35,1378
Prang Drawing Pencil Set,Office Supplies,Art,11,39,100.08,27.08,0.27,1379
Xerox Blank Computer Paper,Office Supplies,Paper,1,5,99.90,46.95,0.47,1380
"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",Office Supplies,Binders,6,19,99.80,-0.70,-0.01,1381
Pressboard Data Binders by Wilson Jones,Office Supplies,Binders,8,27,99.32,22.91,0.23,1382
Portfile Personal File Boxes,Office Supplies,Storage,2,7,99.12,7.43,0.08,1383
"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",Office Supplies,Paper,6,17,99.06,40.77,0.41,1384
"GE 4 Foot Flourescent Tube, 40 Watt",Furniture,Furnishings,3,7,98.87,42.24,0.43,1385
Xerox 1999,Office Supplies,Paper,7,17,98.50,41.21,0.42,1386
Eldon Executive Woodline II Cherry Finish Desk Accessories,Furniture,Furnishings,2,6,98.14,-78.51,-0.80,1387
"Executive Impressions 14"" Contract Wall Clock with Quartz Movement",Furniture,Furnishings,2,8,97.81,-1.78,-0.02,1388
Fiskars Home & Office Scissors,Office Supplies,Supplies,3,11,97.68,27.35,0.28,1389
Xerox 1952,Office Supplies,Paper,4,20,97.61,44.82,0.46,1390
Xerox 219,Office Supplies,Paper,4,15,97.20,46.66,0.48,1391
Xerox 228,Office Supplies,Paper,4,15,97.20,46.66,0.48,1391
Avery 495,Office Supplies,Labels,4,16,97.02,42.59,0.44,1393
Newell 341,Office Supplies,Art,7,23,96.73,26.84,0.28,1394
Wilson Jones Standard D-Ring Binders,Office Supplies,Binders,8,26,96.65,26.92,0.28,1395
Sabrent 4-Port USB 2.0 Hub,Technology,Accessories,4,15,96.42,29.20,0.30,1396
Dax Clear Box Frame,Furniture,Furnishings,6,14,96.03,15.36,0.16,1397
"Dixon My First Ticonderoga Pencil, #2",Office Supplies,Art,4,19,95.94,17.02,0.18,1398
Xerox 210,Office Supplies,Paper,6,18,95.90,35.25,0.37,1399
Xerox 224,Office Supplies,Paper,6,17,95.90,38.62,0.40,1400
Xerox 1957,Office Supplies,Paper,6,17,95.90,39.72,0.41,1400
Avery 51,Office Supplies,Labels,5,16,95.76,41.33,0.43,1402
Avery White Multi-Purpose Labels,Office Supplies,Labels,4,20,95.62,41.83,0.44,1403
Acme Elite Stainless Steel Scissors,Office Supplies,Supplies,5,12,95.08,21.02,0.22,1404
Newell 31,Office Supplies,Art,5,24,94.99,23.62,0.25,1405
"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”",Office Supplies,Paper,3,14,94.93,43.14,0.45,1406
DIXON Ticonderoga Erasable Checking Pencils,Office Supplies,Art,7,20,94.86,26.78,0.28,1407
Xerox 1923,Office Supplies,Paper,5,16,94.86,39.28,0.41,1408
Storex DuraTech Recycled Plastic Frosted Binders,Office Supplies,Binders,8,39,94.13,11.45,0.12,1409
Acrylic Self-Standing Desk Frames,Furniture,Furnishings,8,37,93.98,32.73,0.35,1410
Avery 513,Office Supplies,Labels,5,22,93.62,34.46,0.37,1411
Eldon Expressions Mahogany Wood Desk Collection,Furniture,Furnishings,2,15,93.60,23.40,0.25,1412
"Tensor ""Hersey Kiss"" Styled Floor Lamp",Furniture,Furnishings,3,8,93.53,2.08,0.02,1413
"Snap-A-Way Black Print Carbonless Speed Message, No Reply Area, Duplicate",Office Supplies,Paper,1,4,93.25,31.47,0.34,1414
"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",Office Supplies,Envelopes,7,35,93.22,39.53,0.42,1415
Newell 35,Office Supplies,Art,9,30,93.15,23.29,0.25,1416
Presstex Flexible Ring Binders,Office Supplies,Binders,8,30,92.82,24.57,0.26,1417
Xerox 196,Office Supplies,Paper,8,18,92.48,39.42,0.43,1418
Xerox 1987,Office Supplies,Paper,4,16,92.48,45.32,0.49,1419
OIC Bulk Pack Metal Binder Clips,Office Supplies,Fasteners,8,30,92.14,35.60,0.39,1420
Avery Binding System Hidden Tab Executive Style Index Sets,Office Supplies,Binders,8,26,91.74,16.73,0.18,1421
Acco Translucent Poly Ring Binders,Office Supplies,Binders,8,31,91.73,16.29,0.18,1422
Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,Office Supplies,Appliances,4,18,91.69,-10.41,-0.11,1423
Akro Stacking Bins,Office Supplies,Storage,6,13,91.52,-6.94,-0.08,1424
Penpower WorldCard Pro Card Scanner,Technology,Machines,1,1,91.48,-1.83,-0.02,1425
"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",Office Supplies,Binders,9,28,91.44,34.90,0.38,1426
Avery 481,Office Supplies,Labels,5,30,91.17,43.12,0.47,1427
"Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled",Furniture,Bookcases,1,3,90.88,-190.85,-2.10,1428
Acme Preferred Stainless Steel Scissors,Office Supplies,Supplies,4,16,90.88,26.36,0.29,1429
Fluorescent Highlighters by Dixon,Office Supplies,Art,5,26,90.74,22.45,0.25,1430
Avery 48,Office Supplies,Labels,3,15,90.72,39.69,0.44,1431
Avery Durable Slant Ring Binders With Label Holder,Office Supplies,Binders,9,36,90.71,12.46,0.14,1432
Prang Colored Pencils,Office Supplies,Art,7,32,90.55,38.81,0.43,1433
Xerox 1920,Office Supplies,Paper,4,15,89.70,40.37,0.45,1434
Xerox 1956,Office Supplies,Paper,2,16,89.70,40.90,0.46,1435
"Avery Durable Slant Ring Binders, No Labels",Office Supplies,Binders,9,36,89.55,13.61,0.15,1436
Xerox 1967,Office Supplies,Paper,5,15,89.42,38.88,0.43,1437
"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",Office Supplies,Paper,6,19,89.41,38.25,0.43,1438
Avery 480,Office Supplies,Labels,6,24,89.25,42.45,0.48,1439
Acme Design Stainless Steel Bent Scissors,Office Supplies,Supplies,3,13,88.92,24.01,0.27,1440
"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",Office Supplies,Art,7,20,88.90,26.85,0.30,1441
Avery 478,Office Supplies,Labels,4,18,88.38,43.31,0.49,1442
Manco Dry-Lighter Erasable Highlighter,Office Supplies,Art,7,30,88.16,27.97,0.32,1443
"TOPS Money Receipt Book, Consecutively Numbered in Red,",Office Supplies,Paper,2,11,88.11,39.65,0.45,1444
AmazonBasics 3-Button USB Wired Mouse,Technology,Accessories,5,14,88.07,32.29,0.37,1445
"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",Office Supplies,Appliances,5,29,87.75,20.83,0.24,1446
Advantus Map Pennant Flags and Round Head Tacks,Office Supplies,Fasteners,6,25,87.69,20.54,0.23,1447
Cardinal Holdit Business Card Pockets,Office Supplies,Binders,8,25,87.65,22.91,0.26,1448
Advantus Panel Wall Acrylic Frame,Furniture,Furnishings,5,20,87.52,25.16,0.29,1449
Avery 508,Office Supplies,Labels,6,19,87.40,39.82,0.46,1450
Avery Durable Binders,Office Supplies,Binders,12,50,87.26,13.82,0.16,1451
HP Office Paper (20Lb. and 87 Bright),Office Supplies,Paper,2,14,86.84,38.21,0.44,1452
Newell 333,Office Supplies,Art,11,33,86.74,18.85,0.22,1453
Xerox 1992,Office Supplies,Paper,4,15,86.11,40.37,0.47,1454
BIC Brite Liner Highlighters,Office Supplies,Art,7,23,86.11,30.88,0.36,1454
Boston 16701 Slimline Battery Pencil Sharpener,Office Supplies,Art,2,6,86.08,19.13,0.22,1456
"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",Office Supplies,Binders,4,21,86.00,15.10,0.18,1457
Prestige Round Ring Binders,Office Supplies,Binders,8,21,85.73,18.06,0.21,1458
Xerox 229,Office Supplies,Paper,3,15,85.54,34.99,0.41,1459
Xerox 1986,Office Supplies,Paper,4,13,85.50,40.35,0.47,1460
"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders",Office Supplies,Binders,4,10,85.26,8.67,0.10,1461
Xerox 1932,Office Supplies,Paper,1,3,85.06,28.71,0.34,1462
Avery 487,Office Supplies,Labels,7,25,84.87,35.98,0.42,1463
"Westinghouse Mesh Shade Clip-On Gooseneck Lamp, Black",Furniture,Furnishings,2,6,84.84,22.06,0.26,1464
Magna Visual Magnetic Picture Hangers,Furniture,Furnishings,6,19,84.83,28.05,0.33,1465
Xerox 1954,Office Supplies,Paper,4,18,84.48,32.21,0.38,1466
Avery 512,Office Supplies,Labels,5,32,84.39,35.37,0.42,1467
Xerox 200,Office Supplies,Paper,5,15,84.24,33.70,0.40,1468
Xerox 2000,Office Supplies,Paper,5,14,84.24,37.07,0.44,1469
"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",Office Supplies,Art,4,8,83.95,15.86,0.19,1470
Belkin iPhone and iPad Lightning Cable,Technology,Phones,2,7,83.94,6.30,0.08,1471
"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags",Office Supplies,Appliances,5,22,83.90,12.76,0.15,1472
Southworth Parchment Paper & Envelopes,Office Supplies,Paper,6,15,83.71,30.74,0.37,1473
Avery 483,Office Supplies,Labels,6,19,83.66,32.57,0.39,1474
"Master Giant Foot Doorstop, Safety Yellow",Furniture,Furnishings,3,12,83.49,31.57,0.38,1475
"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 1/Pack",Technology,Accessories,3,14,83.44,11.47,0.14,1476
Newell Chalk Holder,Office Supplies,Art,7,21,83.43,36.59,0.44,1477
"3M Organizer Strips",Office Supplies,Binders,7,26,83.16,10.15,0.12,1478
Avery Durable Poly Binders,Office Supplies,Binders,6,33,82.95,-15.59,-0.19,1479
OIC Stacking Trays,Furniture,Furnishings,6,30,82.83,26.72,0.32,1480
Newell 351,Office Supplies,Art,7,26,82.66,22.11,0.27,1481
Things To Do Today Spiral Book,Office Supplies,Paper,3,13,82.37,29.86,0.36,1482
Xerox 1902,Office Supplies,Paper,2,4,82.22,32.89,0.40,1483
Zipper Ring Binder Pockets,Office Supplies,Binders,13,44,81.74,11.73,0.14,1484
"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",Office Supplies,Art,7,29,81.65,19.43,0.24,1485
Acme Stainless Steel Office Snips,Office Supplies,Supplies,4,13,81.42,12.43,0.15,1486
Newell 320,Office Supplies,Art,7,23,81.32,9.46,0.12,1487
G.E. Longer-Life Indoor Recessed Floodlight Bulbs,Furniture,Furnishings,6,16,81.01,25.76,0.32,1488
"Adams Telephone Message Books, 5 1/4” x 11”",Office Supplies,Paper,5,15,80.94,32.92,0.41,1489
"Verbatim Slim CD and DVD Storage Cases, 50/Pack",Technology,Accessories,4,8,80.78,16.16,0.20,1490
"Quartet Omega Colored Chalk, 12/Pack",Office Supplies,Art,7,15,80.59,34.16,0.42,1491
Tuff Stuff Recycled Round Ring Binders,Office Supplies,Binders,9,23,80.49,23.96,0.30,1492
Xerox 221,Office Supplies,Paper,4,14,80.35,33.18,0.41,1493
Newell 317,Office Supplies,Art,7,32,79.97,13.17,0.16,1494
Eldon File Chest Portable File,Office Supplies,Storage,1,5,79.40,5.96,0.08,1495
QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3,Technology,Phones,5,13,79.23,29.54,0.37,1496
Xerox 1966,Office Supplies,Paper,6,14,79.06,32.79,0.41,1497
Xerox 231,Office Supplies,Paper,5,14,79.06,31.88,0.40,1497
Xerox 1946,Office Supplies,Paper,3,13,79.06,35.25,0.45,1497
Avery 474,Office Supplies,Labels,9,30,78.34,34.27,0.44,1500
Sterilite Show Offs Storage Containers,Office Supplies,Storage,5,16,78.14,-6.34,-0.08,1501
Avery Poly Binder Pockets,Office Supplies,Binders,8,34,78.04,14.75,0.19,1502
Fashion Color Clasp Envelopes,Office Supplies,Envelopes,3,15,77.90,36.52,0.47,1503
Bulldog Table or Wall-Mount Pencil Sharpener,Office Supplies,Art,3,13,77.87,22.58,0.29,1504
Xerox 193,Office Supplies,Paper,3,13,77.74,38.09,0.49,1505
Plymouth Boxed Rubber Bands by Plymouth,Office Supplies,Fasteners,5,18,77.24,-3.30,-0.04,1506
Xerox 1963,Office Supplies,Paper,3,17,77.09,27.72,0.36,1507
"Memo Book, 100 Message Capacity, 5 3/8” x 11”",Office Supplies,Paper,3,12,76.84,36.40,0.47,1508
Acme Value Line Scissors,Office Supplies,Supplies,10,22,76.65,20.44,0.27,1509
Xerox 1994,Office Supplies,Paper,4,13,76.46,32.66,0.43,1510
"Geographics Note Cards, Blank, White, 8 1/2"" x 11""",Office Supplies,Paper,3,8,76.09,29.54,0.39,1511
Newell 328,Office Supplies,Art,3,13,75.92,19.74,0.26,1512
Xerox 198,Office Supplies,Paper,3,16,75.70,33.47,0.44,1513
Rogers Handheld Barrel Pencil Sharpener,Office Supplies,Art,7,30,75.62,15.62,0.21,1514
"SmartStand Mobile Device Holder, Assorted Colors",Technology,Phones,3,13,75.49,10.07,0.13,1515
Fiskars Spring-Action Scissors,Office Supplies,Supplies,4,6,75.49,13.42,0.18,1516
"Eldon 200 Class Desk Accessories, Black",Furniture,Furnishings,2,12,75.36,28.64,0.38,1517
"Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color",Office Supplies,Art,2,14,75.35,20.09,0.27,1518
Newell 331,Office Supplies,Art,4,17,75.31,14.62,0.19,1519
Xerox 22,Office Supplies,Paper,3,13,75.17,31.36,0.42,1520
KeyTronic KT800P2 - Keyboard - Black,Technology,Accessories,3,6,75.10,1.20,0.02,1521
Tops Wirebound Message Log Books,Office Supplies,Paper,6,25,73.70,29.28,0.40,1522
"Sanford Colorific Colored Pencils, 12/Box",Office Supplies,Art,5,26,73.15,20.74,0.28,1523
XtraLife ClearVue Slant-D Ring Binders by Cardinal,Office Supplies,Binders,5,22,72.91,-13.33,-0.18,1524
"Adams ""While You Were Out"" Message Pads",Office Supplies,Paper,5,24,72.85,31.40,0.43,1525
"Universal Recycled Hanging Pressboard Report Binders, Letter Size",Office Supplies,Binders,5,20,72.81,8.64,0.12,1526
Southworth Structures Collection,Office Supplies,Paper,2,10,72.80,36.40,0.50,1527
Stacking Trays by OIC,Furniture,Furnishings,6,19,72.71,9.31,0.13,1528
"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",Office Supplies,Paper,3,12,72.25,31.31,0.43,1529
Ibico Presentation Index for Binding Systems,Office Supplies,Binders,7,27,72.04,15.08,0.21,1530
"Vtech AT&T CL2940 Corded Speakerphone, Black",Technology,Machines,1,3,71.98,24.29,0.34,1531
GBC Instant Index System for Binding Systems,Office Supplies,Binders,5,19,71.93,-12.43,-0.17,1532
#6 3/4 Gummed Flap White Envelopes,Office Supplies,Envelopes,4,9,71.28,24.95,0.35,1533
Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set,Office Supplies,Labels,5,20,71.25,32.25,0.45,1534
Xerox 1981,Office Supplies,Paper,4,14,70.75,30.10,0.43,1535
"TOPS ""Important Message"" Pads, Canary, 4-1/4 x 5-1/2, 50 Sheets per Pad",Office Supplies,Paper,3,17,70.19,31.63,0.45,1536
Xerox 1975,Office Supplies,Paper,5,12,69.98,30.33,0.43,1537
Recycled Pressboard Report Cover with Reinforced Top Hinge,Office Supplies,Binders,8,34,69.77,13.76,0.20,1538
Stockwell Push Pins,Office Supplies,Fasteners,8,34,69.76,20.10,0.29,1539
Xerox 1899,Office Supplies,Paper,5,14,69.36,28.09,0.41,1540
Woodgrain Magazine Files by Perma,Office Supplies,Storage,6,24,69.14,2.62,0.04,1541
GBC Plasticlear Binding Covers,Office Supplies,Binders,7,23,68.88,-68.42,-0.99,1542
Avery 52,Office Supplies,Labels,6,19,68.63,31.48,0.46,1543
Newell 336,Office Supplies,Art,4,18,68.48,13.78,0.20,1544
"Recycled Interoffice Envelopes with Re-Use-A-Seal Closure, 10 x 13",Office Supplies,Envelopes,2,5,68.28,23.04,0.34,1545
Avoid Verbal Orders Carbonless Minifold Book,Office Supplies,Paper,5,21,68.28,29.95,0.44,1546
Avery Non-Stick Heavy Duty View Round Locking Ring Binders,Office Supplies,Binders,3,12,68.17,30.86,0.45,1547
Poly String Tie Envelopes,Office Supplies,Envelopes,11,35,68.14,30.29,0.44,1548
Barrel Sharpener,Office Supplies,Art,4,19,67.83,17.64,0.26,1549
Xerox 1897,Office Supplies,Paper,4,16,67.73,27.09,0.40,1550
"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""",Office Supplies,Binders,5,17,67.25,19.69,0.29,1551
Acco Hot Clips Clips to Go,Office Supplies,Fasteners,6,23,67.12,25.50,0.38,1552
Newell 332,Office Supplies,Art,5,24,67.03,15.52,0.23,1553
Avery 49,Office Supplies,Labels,6,24,66.82,31.56,0.47,1554
Wilson Jones data.warehouse D-Ring Binders with DublLock,Office Supplies,Binders,5,12,66.66,15.31,0.23,1555
Insertable Tab Post Binder Dividers,Office Supplies,Binders,8,25,66.57,-39.70,-0.60,1556
"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock",Furniture,Furnishings,2,7,66.56,18.51,0.28,1557
Avery 501,Office Supplies,Labels,8,22,66.42,23.39,0.35,1558
GBC ProClick Spines for 32-Hole Punch,Office Supplies,Binders,5,12,66.41,-13.28,-0.20,1559
Avery 506,Office Supplies,Labels,3,17,66.08,28.17,0.43,1560
"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",Office Supplies,Fasteners,5,19,66.03,30.28,0.46,1561
Newell 321,Office Supplies,Art,4,22,65.60,14.37,0.22,1562
Newell 348,Office Supplies,Art,6,24,65.60,9.71,0.15,1563
Pastel Pink Envelopes,Office Supplies,Envelopes,3,9,65.52,31.45,0.48,1564
Avery Fluorescent Highlighter Four-Color Set,Office Supplies,Art,8,24,65.46,9.35,0.14,1565
Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,Technology,Phones,6,17,65.34,3.91,0.06,1566
Stackable Trays,Furniture,Furnishings,7,23,65.30,17.12,0.26,1567
Newell 343,Office Supplies,Art,7,24,65.27,13.76,0.21,1568
ACCOHIDE Binder by Acco,Office Supplies,Binders,4,21,65.25,19.29,0.30,1569
Xerox 1927,Office Supplies,Paper,5,18,65.06,22.68,0.35,1570
Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S,Technology,Phones,3,8,64.97,12.99,0.20,1571
"Black Print Carbonless 8 1/2"" x 8 1/4"" Rapid Memo Book",Office Supplies,Paper,4,11,64.06,20.82,0.33,1572
Advantus T-Pin Paper Clips,Office Supplies,Fasteners,5,16,64.04,20.02,0.31,1573
Ultra Commercial Grade Dual Valve Door Closer,Furniture,Furnishings,1,2,63.82,9.57,0.15,1574
"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",Office Supplies,Binders,8,37,63.63,-13.91,-0.22,1575
Shocksock Galaxy S4 Armband,Technology,Phones,3,7,63.51,-10.07,-0.16,1576
"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",Office Supplies,Binders,4,23,62.95,-0.16,0.00,1577
Peel & Seel Envelopes,Office Supplies,Envelopes,4,18,62.86,26.54,0.42,1578
G.E. Halogen Desk Lamp Bulbs,Furniture,Furnishings,5,11,62.82,22.89,0.36,1579
Avery 515,Office Supplies,Labels,2,5,62.65,29.45,0.47,1580
"Post-it “Important Message” Note Pad, Neon Colors, 50 Sheets/Pad",Office Supplies,Paper,2,9,62.61,28.54,0.46,1581
Newell 350,Office Supplies,Art,6,20,62.32,15.74,0.25,1582
Park Ridge Embossed Executive Business Envelopes,Office Supplies,Envelopes,1,4,62.28,29.27,0.47,1583
Wilson Jones Four-Pocket Poly Binders,Office Supplies,Binders,4,17,62.13,5.43,0.09,1584
Hoover Portapower Portable Vacuum,Office Supplies,Appliances,4,18,61.82,1.34,0.02,1585
Newell 318,Office Supplies,Art,5,23,61.72,14.40,0.23,1586
Anker 24W Portable Micro USB Car Charger,Technology,Phones,2,8,61.54,14.07,0.23,1587
Newell 311,Office Supplies,Art,8,30,61.44,13.04,0.21,1588
Xerox 206,Office Supplies,Paper,5,11,60.91,23.85,0.39,1589
Xerox 1924,Office Supplies,Paper,4,12,60.11,24.74,0.41,1590
Spiral Phone Message Books with Labels by Adams,Office Supplies,Paper,4,15,60.03,25.76,0.43,1591
NETGEAR RangeMax WNR1000 Wireless Router,Technology,Accessories,1,3,59.98,12.00,0.20,1592
"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",Office Supplies,Binders,5,24,59.82,13.18,0.22,1593
Newell 330,Office Supplies,Art,4,11,59.80,11.12,0.19,1594
"Master Caster Door Stop, Large Brown",Furniture,Furnishings,3,10,59.70,14.56,0.24,1595
"Crayola Anti Dust Chalk, 12/Pack",Office Supplies,Art,7,35,59.70,24.66,0.41,1596
"Boston 1827 Commercial Additional Cutter, Drive Gear & Gear Rack for 1606",Office Supplies,Art,2,3,59.49,17.85,0.30,1597
"Executive Impressions 16-1/2"" Circular Wall Clock",Furniture,Furnishings,2,4,58.78,-1.07,-0.02,1598
Ideal Clamps,Office Supplies,Fasteners,8,33,58.69,24.86,0.42,1599
Convenience Packs of Business Envelopes,Office Supplies,Envelopes,6,18,58.64,24.11,0.41,1600
Avery 500,Office Supplies,Labels,2,8,58.48,27.49,0.47,1601
Rubber Band Ball,Office Supplies,Fasteners,4,16,58.34,-0.30,-0.01,1602
Xerox 223,Office Supplies,Paper,3,9,58.32,27.99,0.48,1603
Xerox 1974,Office Supplies,Paper,4,10,57.41,26.91,0.47,1604
Binder Posts,Office Supplies,Binders,6,16,57.40,7.81,0.14,1605
Xerox 199,Office Supplies,Paper,4,16,57.35,19.69,0.34,1606
Avery 511,Office Supplies,Labels,6,20,56.67,24.64,0.43,1607
Avery 494,Office Supplies,Labels,6,23,56.38,23.96,0.43,1608
Xerox 1965,Office Supplies,Paper,4,10,56.21,25.71,0.46,1609
"SKILCRAFT Telephone Shoulder Rest, 2"" x 6.5"" x 2.5"", Black",Technology,Phones,3,8,56.16,13.01,0.23,1610
"Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock",Furniture,Furnishings,2,3,56.10,21.32,0.38,1611
"Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk",Office Supplies,Appliances,5,18,56.09,3.48,0.06,1612
Avery 493,Office Supplies,Labels,4,13,55.97,23.42,0.42,1613
Xerox 1921,Office Supplies,Paper,3,7,55.94,17.48,0.31,1614
GBC Standard Plastic Binding Systems Combs,Office Supplies,Binders,5,13,55.76,-2.92,-0.05,1615
Advantus Push Pins,Office Supplies,Fasteners,7,27,54.94,20.21,0.37,1616
Array Memo Cubes,Office Supplies,Paper,3,11,54.91,25.85,0.47,1617
"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",Office Supplies,Paper,4,15,54.60,22.47,0.41,1618
Imation Swivel Flash Drive USB flash drive - 8 GB,Technology,Accessories,2,5,54.58,17.62,0.32,1619
"Mead 1st Gear 2"" Zipper Binder, Asst. Colors",Office Supplies,Binders,3,9,54.47,-3.89,-0.07,1620
Xerox 208,Office Supplies,Paper,2,9,54.43,24.11,0.44,1621
Ampad #10 Peel & Seel Holiday Envelopes,Office Supplies,Envelopes,3,12,53.76,25.80,0.48,1622
Staple-on labels,Office Supplies,Labels,5,21,53.75,21.59,0.40,1623
Avery 492,Office Supplies,Labels,5,20,53.57,22.46,0.42,1624
"Eldon Imàge Series Desk Accessories, Clear",Furniture,Furnishings,3,17,53.46,6.37,0.12,1625
GBC VeloBinder Strips,Office Supplies,Binders,4,20,52.99,-23.81,-0.45,1626
EcoTones Memo Sheets,Office Supplies,Paper,3,15,52.80,21.60,0.41,1627
Anderson Hickey Conga Table Tops & Accessories,Furniture,Tables,2,5,51.78,-17.51,-0.34,1628
Colorific Watercolor Pencils,Office Supplies,Art,3,11,51.60,11.30,0.22,1629
Wilson Jones Easy Flow II Sheet Lifters,Office Supplies,Binders,12,49,51.48,5.62,0.11,1630
Avery Durable Slant Ring Binders,Office Supplies,Binders,5,19,51.48,-23.76,-0.46,1631
"Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book",Office Supplies,Paper,2,6,51.36,24.14,0.47,1632
Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,Office Supplies,Binders,6,20,51.18,3.66,0.07,1633
"Telephone Message Books with Fax/Mobile Section, 4 1/4"" x 6""",Office Supplies,Paper,3,15,51.12,21.96,0.43,1634
Avery 488,Office Supplies,Labels,6,17,51.03,23.18,0.45,1635
Colored Envelopes,Office Supplies,Envelopes,5,16,50.92,19.04,0.37,1636
"Eldon Spacemaker Box, Quick-Snap Lid, Clear",Office Supplies,Art,6,18,50.77,9.29,0.18,1637
"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",Office Supplies,Appliances,7,17,50.57,1.63,0.03,1638
Avery 496,Office Supplies,Labels,4,14,50.25,22.95,0.46,1639
Wausau Papers Astrobrights Colored Envelopes,Office Supplies,Envelopes,3,9,50.23,22.78,0.45,1640
"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",Office Supplies,Paper,4,13,50.14,18.78,0.37,1641
"1/4 Fold Party Design Invitations & White Envelopes, 24 8-1/2"" X 11"" Cards, 25 Env./Pack",Office Supplies,Paper,2,7,49.98,22.71,0.45,1642
Xerox 1896,Office Supplies,Paper,2,5,49.95,22.48,0.45,1643
Xerox 1950,Office Supplies,Paper,3,9,49.71,23.18,0.47,1644
"TOPS Voice Message Log Book, Flash Format",Office Supplies,Paper,3,12,49.50,20.37,0.41,1645
Xerox 218,Office Supplies,Paper,5,8,49.25,22.29,0.45,1646
